@relation posture

@attribute tweet String
@attribute class {Anti-Roseanne,Pro-Roseanne,UncNeut}

@data
"BoycottABC",Pro-Roseanne
" therealroseanne I'll miss you.",Pro-Roseanne
"Breaking",UncNeut
"ABC cancels 'Roseanne' following Roseanne Barr's racist tweet targeting Obama adviser https://t.co/SZlGkioXcd",UncNeut
" therealroseanne No, stay. Now that you have no show to consider you can tell all the racist 'jokes' you want. You'... https://t.co/6phD7trClj",Pro-Roseanne
" bensherwood ABCNetwork Your reaction may have been technically correct but not American. If Roseanne is wrong, I... https://t.co/Tf6KgeRjgu",Pro-Roseanne
"roseanne",UncNeut
" ABCNetwork so since you dropped Roseanne, maybe consider picking up a much better show liiiiike Scorpion? CBS drop... https://t.co/jETGlnmWBC",Anti-Roseanne
"Roseanne",UncNeut
"Roseanne",UncNeut
"ChanningDungey",UncNeut
"ABC drops Roseanne show after racist tweet https://t.co/ttKaTeHtp0",UncNeut
" joncoopertweets ABCNetwork Please tell me that CNN and MSNBC will not televise this campaign rally. Am sure that... https://t.co/R7B2h4VO6p",UncNeut
"FoxNews",UncNeut
" RomajSmith36 DemiWuflower LisaMei62 kittycatzzzz therealroseanne We'll see......",UncNeut
" therealroseanne You're not sorry. You weren't expecting the backlash/consequences and are backpedaling to save yourself.",Anti-Roseanne
"The comments made by therealroseanne do not reflect the opinions held by any of us in the cast and crew of Rosanne.",Anti-Roseanne
" therealroseanne why should you have to apologize it's called freedom of speech and you have never held back now st... https://t.co/qHQ1HGu2CP",Pro-Roseanne
"Waking up to this Roseanne Barr stuff just reminded me of the ills of racism.",Anti-Roseanne
" somethingawful BRANDONWARDELL I just got right swiped by roseanne on tinder...",UncNeut
" lisajohead TrumpStudents JoyAnnReid therealroseanne Lol. Like that stuff you put in the back of your toilet when you flush it?",UncNeut
"Kill off Roseanne, rename the show The Conners, proceed",Anti-Roseanne
" Mad_A_Wayne ABCNetwork The only time I watched ABC was when Roseanne was on. SO easy one for me.",Pro-Roseanne
" CNN Hey Disney &amp; Robert Iger. I noticed you cancelled Roseanne but still haven't fired Kathleen Kennedy for her u... https://t.co/Q5Pvikxh62",Pro-Roseanne
" SocialClaude therealroseanne Apparently you've learned nothing from this episode about using discretion before you tweet a stupid opinion.",Anti-Roseanne
"If you defend Roseanne on these comments and her free speech or comedy, guess what? You're racist.",Anti-Roseanne
" therealroseanne sometimes we have to say it's enough with calling people Ape's ...etc. In what world is that ok?",Anti-Roseanne
" therealroseanne I",UncNeut
" SteveFM20 ForeverYoungGSW TheTweetwit therealroseanne ABC Keep up they already did!!",UncNeut
"This whole time I thought Roseanne was a character and not a actual person, I thought it was played by Rosie O'Donnell, wtf",UncNeut
" HonrCourageComm Sttbs73 therealroseanne realDonaldTrump yeah I know the lefties love calling President Trump a racist, when he isn't.",Pro-Roseanne
"Idk why anyone would ever want to do a show with Roseanne ever again",Anti-Roseanne
"When is Roseanne going on TMZ Live",UncNeut
"it's soooo great to when evil gets its ass kicked ABC cancels 'Roseanne' after Barr's racist tweet - Fox News https://t.co/wP7OvNPkDW",Anti-Roseanne
" therealroseanne Nah nah nah nah, hey hey hey... Adios",Anti-Roseanne
"Roseanne",UncNeut
" therealroseanne When your show is picked up by another station...please get rid of that Hag, Sara! I watched you... https://t.co/iLhMgqL9gn",Pro-Roseanne
" mflynnJR therealroseanne Nothing racist about an Iranian that looks like a movie star from the planet of the apes.",Pro-Roseanne
"Firing Roseanne has already backfired on the left.",Pro-Roseanne
"Roseanne",UncNeut
"When you block your own blessings! #1 show on TV just gone like that. 'Roseanne' Is Canceled Following the Star's R... https://t.co/uUajxMX4YP",UncNeut
" rolandscahill Poor Delusional Deplorable. therealroseanne needs no attorney because she has no grounds 2 sue... https://t.co/176HlIoid4",Anti-Roseanne
"Roseanne",UncNeut
"maybe air that cancelled episode of blackish in roseanne's place",Anti-Roseanne
"BREAKING NEWS: ABC Network has decided to pull the plug &amp; cancel the show Roseanne after Roseanne's racist comment... https://t.co/VuT9d505n1",UncNeut
" therealroseanne YOU ARE GONE! All the people associated with your show are now out of work because you couldn't k... https://t.co/1HEBP8spz3",Anti-Roseanne
" filmystic therealroseanne I love Fargo! But not Roseanne. This is great! https://t.co/Gx9n5S8f1M",Anti-Roseanne
" JakeSherman therealroseanne To get a ride out of her supporters. VJ is criminal.  You are defending a criminal.... https://t.co/zRy7sGAl5d",Pro-Roseanne
" meme_genie therealroseanne davidhogg111 I do not understand anybody getting upset about saying some thing about... https://t.co/K68Z5ylOfr",Pro-Roseanne
" therealroseanne Roseanne! darn, loved the show    behave yourself",Pro-Roseanne
"Roseanne Barr was just outright racist on that tweet, I know all you Trumpkins don't see her tweets as racist, that... https://t.co/L5oKqRyPIN",Anti-Roseanne
" DeepSouthProud WaltDisneyCo espn Because he is speaking the truth Roseanne is just a racist bigot.",Anti-Roseanne
" BrookeBCNN Thank you ABC for making a necessary, courageous decision: canceling Roseanne Barr. She kept flirting w... https://t.co/I3vAfuqMxr",Anti-Roseanne
"Why is Roseanne being on a problem? Everyone gotta have a show they can relate to. If it offends you, don't watch i... https://t.co/qv7rVryv9v",Pro-Roseanne
"https://t.co/4bJ54ahDcw",UncNeut
"Roseanne",UncNeut
" EfCovfefe therealroseanne https://t.co/U9NDU3Hp2X",UncNeut
" therealroseanne Please dont leave!",Pro-Roseanne
" therealroseanne https://t.co/uAaqwpjQ3k",UncNeut
" pgammo ABC wanted to give the Trump Humps something to watch when they tired of being lied to by Fox News. And it... https://t.co/mHLwwKHLvG",Anti-Roseanne
" realmikepacker kindlee55 Sarah_G_Barker EdKrassen therealroseanne Calling BS",UncNeut
"Roseanne",UncNeut
"Roseanne is done like dinner.' AirTalk KPCC",Anti-Roseanne
" AndersonToone Roseanne was cancelled. Now back to the nightmare of Trump and his criminal presidency.",Anti-Roseanne
" therealroseanne Sometimes we make the error of not reviewing in our mind what our tongue wants to say. Now you ha... https://t.co/bBmMdH3CgH",Anti-Roseanne
"roseanne",UncNeut
" therealroseanne You tweeted immediately after posting this.",UncNeut
" therealroseanne The only thing is, is that you still really believe what you said in your supposed joke. You are o... https://t.co/3JzNJYXKM2",Anti-Roseanne
" TheJimCornette therealroseanne Rosanne was always a disgusting racist homophobic woman, now she will go on Fox ne... https://t.co/z8MiQAs19N",Anti-Roseanne
"Kudos to Disney for canning Roseanne Barr from there network and putting decency above the bottom line. Not only ha... https://t.co/cYbfZ8MGlM",Anti-Roseanne
"just goes to show you watch what you say on social media therealroseanne racist piece of shit",Anti-Roseanne
" Lrihendry therealroseanne Yeah... so Bill Maher is next...oh, wait. https://t.co/ab85pCHKlf",UncNeut
" GeorgeNickle3 morgfair therealroseanne GOP https://t.co/ZG3l4zxSIK",UncNeut
" therealroseanne f*** it where's your freedom of speech?",Pro-Roseanne
" AsteadWesley maggieNYT ABC cancelled Roseanne. Right move!",Anti-Roseanne
"Now that Starbucks and ABCNetwork have clearly demonstrated a willingness to take positive actions against bias a... https://t.co/wJcqkNMRXc",Anti-Roseanne
"under the circumstances Roseanne reboot tv series should be stopped https://t.co/RJOPgPnn3Z",Anti-Roseanne
" observer abc wanted Roseanne out from the beginning when they learned she was Pro Trump, it's idiotic they use a... https://t.co/ac2Cz9OPth",Pro-Roseanne
"ROSEANNE.. YOU'RE FIRED.. BOOM",Anti-Roseanne
" therealroseanne   Again?",UncNeut
" kidsmoove Is it because of the whole Roseanne being cancelled thing?",UncNeut
" therealroseanne It's ok with the black community. I speak for all of us. The joke was really funny. Also the one a... https://t.co/qWgY5ynU6W",Pro-Roseanne
"Roseanne",UncNeut
"Roseanne",UncNeut
" katebennett_dc your Tweet was quoted in an article by DailyCaller https://t.co/LnjmuxWFTY",UncNeut
" YoMatiasPinto follow up do que tinha te mandado h  uns tempos... https://t.co/eWd5YFKdr6",UncNeut
"plugpulled",UncNeut
" therealroseanne you should start your own comedy network",Pro-Roseanne
"I have to say it's pretty hilarious what happened to Roseanne. Karma's a bitch",Anti-Roseanne
"socail",UncNeut
" therealroseanne We still love you Roseanne!!",Pro-Roseanne
"GrandOpeningGrandClosing",UncNeut
" 1776Stonewall Roseanne is a Jew ValerieJarrett is a white",UncNeut
" therealroseanne don't you DARE go silently into the good night! Don't apologize for a JOKE! Don't give an inch!",Pro-Roseanne
"The ABC network wanted to show America what the average Trump voter looks and acts like. Well that's exactly what t... https://t.co/bkdIfVnQrm",Anti-Roseanne
" sbmont01 ScottAdamsSays jcwilder Amy_Siskind SamHarrisOrg Thank you for the welcome, and advice. So far, it's... https://t.co/Ph6ggkdi6y",UncNeut
"ABC Cancels 'Roseanne' After Racist Tweet | https://t.co/hCKO2ZJ6nk https://t.co/4PYx7HN9xK hopes that it gets picked up by Fox",UncNeut
"Hahahaha you've been cancelled therealroseanne     bye!",Anti-Roseanne
" MichaelSkolnik ABC Disney therealroseanne My only problem when a racist is outted, we sit &amp; wait for the next o... https://t.co/hgjALs7Qn5",Anti-Roseanne
"ABC cancels 'Roseanne' following Roseanne Barr's racially-charged tweet https://t.co/A9FHESyshV",UncNeut
" ThreeTouchDowns 17b7d325be1d454 Amandam2941Lynn soonerrick BethB1213 therealroseanne ABCNetwork Why would ya... https://t.co/FAHgv0HHXr",UncNeut
" NyerinFl RoseanneOnABC jcpenni7maga ABC should never have rebooted Roseanne considering she's been out of contro... https://t.co/yi0WhRZJGm",Anti-Roseanne
"Roseanne Barr attacks Obama ally Valerie Jarrett with racist tweet - then apologizes - MarketWatch https://t.co/OvN9GHIvFM",UncNeut
" therealroseanne RickPamplin Bit severe RB, this is all part of life's rich experience, hang in. We can all grow o... https://t.co/l7nx21KdxX",Pro-Roseanne
"ABC cancels 'Roseanne' after racist tweets https://t.co/kfN96vANJb",UncNeut
" therealroseanne For all the Trump supporters and Roseanne lovers who back what she said and think there won't be c... https://t.co/Rrd6SvEIwA",Anti-Roseanne
" tdub5606 ABCNetwork If you're in favor of calling what is what, then you'll also acknowledge that I said I am not defending Roseanne.",UncNeut
"It's 2018. Cancelling bad people who were very obviously bad when you hired them is not enough to clear the bar any... https://t.co/Eed4Cdu7uu",Anti-Roseanne
"Roseanne, you were resurrected from the 90's, and damn you, you blew it all up! https://t.co/zJfQ0g1l9S",Anti-Roseanne
". therealroseanne It's a shame too, if only everyone knew about the 'learning how to not be racist' arc you had com... https://t.co/luS1yLbNWQ",Anti-Roseanne
"WashBlade: ABC cancels 'Roseanne' after Roseanne Barr's racist tweet https://t.co/qtVY0GHslQ",UncNeut
"Everyone talking about this Roseanne cancellation has me wondering what's going on in the background of America rig... https://t.co/hzshX4Q6Yb",UncNeut
" YoureInTheKNOW RyanAFournier therealroseanne Because, you can't.",UncNeut
"why would you want to cancel a family show like Roseanne? https://t.co/4HHpa23PWw",Pro-Roseanne
" therealroseanne Roseanne did the tweet intentionally knowing she would have her show cancelled, and primarily the... https://t.co/H5CUYaz5LT",Pro-Roseanne
" lauferlaw therealroseanne Well, she's been held at a higher standard than the President which is itself insane. So, maybe she's nutz.",Anti-Roseanne
" therealroseanne Karma Bitch",Anti-Roseanne
"Remember when therealroseanne blocked kfarley519 and I??",UncNeut
" ABCNetwork you cancelled two great shows Roseanne and designed survivor l!! You suck ABC !!",Pro-Roseanne
" therealroseanne STAY ON TWITTER ROSEANNE. You know how the screaming idiots are. The only free speech is theirs.",Pro-Roseanne
"They cancelled Roseanne's reboot. Its such a missed opportunity for America to use the Conner family as a catharsis... https://t.co/MPGJFVKlPq",UncNeut
" Ninja_Chikitoka RyanAltleft92 SPIEGELONLINE Ach so. Ja dann. Dann war's nat rlich wirklich ein Witz und vollkomm... https://t.co/P5wygeo5UU",UncNeut
"I feel pretty terrible for all of the cast &amp; crew that worked tirelessly for months on a show that just got (rightf... https://t.co/3aPIoUWgNs",Anti-Roseanne
"ABC cancels 'Roseanne' after Roseanne Barr's tweet about Valerie Jarrett https://t.co/G2pxjaLG6r",UncNeut
" therealroseanne the best thing is your place in history as an ignorant racist. Bye bye.",Anti-Roseanne
"Breaking News: ABC Cancels Roseanne After Star's Racist Tweet https://t.co/yA8wVOD4Ca via urbanmagazine",UncNeut
" ABCNetwork Wanda Sykes can say she hope Rush Limbaugh can get a disease &amp; die (seriously) but Roseanne makes a jok... https://t.co/DmJnhxCkiO",Pro-Roseanne
" DanaPerino FoxNews dailybriefing Kathy Griffin can say bad about Trump call him Hitler. Roseanne calls Jarrett D... https://t.co/iwcHBbivSc",Pro-Roseanne
" CaptObvious63 REALBASEDBLONDE ConservaMomUSA therealroseanne Twitter FOXTV GREAT IDEA!!",UncNeut
" hashtagcatie What happened to Roseanne??",UncNeut
" EdgeheadBrett CNN VanJones68 therealroseanne Probably because it was a whitewash. Anyone could see that. Lets n... https://t.co/q0eAYaIVKs",UncNeut
" CentristSM mitchellvii therealroseanne Jay, you and I both know you're right about Bill meant. I guess he's a ra... https://t.co/9n4mB2kAm2",UncNeut
"The rotten apple does not fall far from the tree. DonaldJTrumpJr Retweeted Roseanne's racist remarks. https://t.co/JSqqKbZqnQ",Anti-Roseanne
" THEsaragilbert Glad Roseanne is finally being held accountable for her actions! It sucks for those actors who cared about the show.",Anti-Roseanne
" therealroseanne The future is full of liberal babies who cry about EVERYTHING!",Pro-Roseanne
"Roseanne",UncNeut
"Bye bye RoseanneOnABC therealroseanne lol",Anti-Roseanne
" Real_Tim_Turner alsdowntown KayaJones therealroseanne if its no worries then, than go on about your day with yo... https://t.co/XlRxlSkzPY",UncNeut
" therealroseanne Looks like you're also leaving the ABCNetwork - bug-bye",Anti-Roseanne
" Barnes_Law trumps_feed None of the comparisons you listed even come close to this bigot Roseanne calling black wo... https://t.co/99VZMH8O8b",Anti-Roseanne
" JackPosobiec realDonaldTrump therealroseanne Yes he should.",UncNeut
" noctoonight https://t.co/B1jgbRMelv",UncNeut
" JakeSherman therealroseanne Is the truth any defense.",UncNeut
" therealroseanne I love you and the show, Roseanne, but I was shocked to know that's in you. Sorry to see you go. T... https://t.co/Zkh4oUoQMD",Pro-Roseanne
" therealroseanne Bye Felicia....go crawl under a rock. Can you take trump with you.",Anti-Roseanne
"Roseanne",UncNeut
"Thank God they cancelled Roseanne!",Anti-Roseanne
" carolyn_mowry KayaJones ABCNetwork jimmykimmel FLOTUS therealroseanne But Carolyn, theview, is the on the 'r... https://t.co/gp61eMvsAk",UncNeut
"look this just frees up the new york times to sign roseanne to their opinions section",UncNeut
"Brace yourselves - realDonaldTrump's therealroseanne tweets are coming.",UncNeut
